id_product,name ,Fabricant,quatity_masse,quantity_vol,Score Danger,description,cas_number,État physique,cid_number,phase_risque,Classif. SGH,ICPE,pH,Temp_ébullition,pression_vapeur,code_tunnel
77430,R(-)-α-phellandrene,Fluka,,"0,25",0,,4221-98-1,Liquide,H226,,Flam. Liq. 3,,,,,D/E
410901000,Geraniol,Acros Organics,"0,1",,100,,106-24-1,Liquide,H315 H317 H318,,"Skin Irrit. 2, Eye Dam. 1, Skin Sens. 1",Non soumis,,229 °C,"100 Pa à 70,58 °C",
AC33594DA,"1,2,2,6,6-pentamethyl-4-piperidinamine",MayBridge,"0,01",,100,,40327-96-6,Liquide,H314 H318,R33,"Skin Corr. 1B, Eye Dam. 1",Non soumis,,215 °C,,
173930250,"1,1-cyclohexane-diacetic acid",Acros Organics,"0,025",,111,,4355-11-7,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
176771000,"Borane-N,N-dietyllaniline complex",Acros Organics,"0,1",,1300,,13289-97-9,Liquide,EUH014 H260 H301 H311 H330 H373 H411,R17,"Water-react. 1, Acute Tox. 2 (Inhal.), Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), STOT RE 2, Aquatic chronic Chronic 2","4120,2",,,,
173410100,3-bromotoluene,Acros Organics,,"0,05",110,,591-17-3,Liquide,H226 H302 H331 H411,,"Flam. Liq. 3, Acute Tox. 3 (Inhal.), Acute Tox. 4 (Oral), Aquatic chronic Chronic 2",,,,,
203620100,(-)-Myrtenal,Acros Organics,,"0,01",0,,18486-69-6,Liquide,,,,Non soumis,,,,
77302,S(-)-Perillaadehyde,Fluka,,"0,025",111,,18031-40-8,Liquide,H315 H319 H335,R20,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,104 °C,"0,0434 mmHg à 25 °C",
367100050,1-[5-(trifluoromethyl)-2-pyridinyle]piperazine,Acros Organics,"0,01",,100,,132834-58-3,Solide,H314 H318,R36,"Skin Corr. 1B, Eye Dam. 1",Non soumis,,122 °C,,
116180500,"N,N-dimethylethanolamine",Acros Organics,,"0,25",310,,108-01-0,Liquide,H226 H302 H312 H314 H318 H331 H335,R11,"Flam. Liq. 3, Acute Tox. 3 (Inhal.), Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Skin Corr. 1B, Eye Dam. 1, STOT SE 3",,11,139 °C,"6,12 mbar à 20 °C",D/E
127151000,N-methylmorpholine,Acros Organics,"0,2",,110,,109-02-4,Liquide,H225 H302 H314 H318,R12,"Flam. Liq. 2, Acute Tox. 4 (Oral), Skin Corr. 1B, Eye Dam. 1",,"10,6",115 °C,"22,5 mmHg à 20 °C",D/E
126241000,Methylamino-acetaldehyde dimethyl acetal,Acros Organics,"0,1",,111,,122-07-6,Liquide,H226 H315 H319 H335,,"Flam. Liq. 3, Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",,,140 °C,800 Pa à 20 °C,
21600,methyl caproate,Fluka,,"0,1",0,,106-70-7,Liquide,H226,,Flam. Liq. 3,,,,500 Pa à 25 °C,D/E
35005,1-vinyl-imidazole,Fluka,,"0,1",1300,,1072-63-5,Liquide,H302 H318 H360D,,"Acute Tox. 4 (Oral), Eye Dam. 1, Repr. 1B",Non soumis,,192 °C,,
153922500,anisole,Acros Organics,,"0,5",0,,100-66-3,Liquide,H226,,Flam. Liq. 3,,20,154 °C,320 Pa,D/E
,Cyclopentanone,Prolabo,,"0,25",1,,120-92-3,Liquide,H226 H315 H319,,"Flam. Liq. 3, Skin Irrit. 2, Eye Irrit. 2A",,,130 °C,"11,1 hPa à 20 °C",D/E
220040500,Thiophenol,Acros Organics,,"0,05",4100,,108-98-5,Liquide,H226 H300 H310 H315 H319 H330 H335 H361 H371 H372 H400 H410,,"Flam. Liq. 3, Acute Tox. 1 (Inhal.), Acute Tox. 2 (Oral), Acute Tox. 2 (Derm.), Skin Irrit. 2, Eye Irrit. 2A, Repr. 2, STOT SE 2, STOT SE 3, STOT RE 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,5,167 °C,"1,6 mmHg à 25 °C",C/D
1094862,4-hydroxy-6-(trifluoromethoxy)quinoline,ABCR,"0,001",,,,175203-87-9,Liquide,,,,Non soumis,,,,
80221,2-picoline,Fluka,,1,130,,109-06-8,Liquide,H226 H302 H312 H319 H332 H335,R14,"Flam. Liq. 3, Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Eye Irrit. 2A, STOT SE 3",,,128 °C,12 hPa à 20 °C,D/E
122791000,isopulegol,Acros Organics,"0,1",,121,,7786-67-6,Liquide,H302 H315 H319 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,210 °C,"0,0993 mmHg à 25 °C",
46110,Eugenol methyl ether,Fluka,,"0,5",500,,93-15-2,Liquide,H302 H319 H351 H373,,"Acute Tox. 4 (Oral), Eye Irrit. 2A, Carc. 2, STOT RE 2",Non soumis,,120 °C,"1,6 Pa",
114341000,diethyl ethoxymethylenemalonate,Acros Organics,"0,1",,120,,87-13-8,Liquide,H302 H317 H334,R11,"Acute Tox. 4 (Oral), Resp. Sens. 1, Skin Sens. 1",Non soumis,,279 °C,,
80600,(1S)-(+)-alpha-pinene,Fluka,,1,110,,7785-26-4,Liquide,H226 H302 H304 H315 H317 H400 H410,,"Flam. Liq. 3, Acute Tox. 4 (Oral), Skin Irrit. 2, Skin Sens. 1, Asp. Tox. 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,155 °C,500 Pa à 25 °C,D/E
207491000,alpha-terpinene,Acros Organics,,"0,2",110,,99-86-5,Liquide,H226 H302 H304 H317 H319 H411,R20,"Flam. Liq. 3, Acute Tox. 4 (Oral), Eye Irrit. 2A, Skin Sens. 1, Asp. Tox. 1, Aquatic chronic Chronic 2",,,173 °C,,D/E
,naphthalene,Avocado,1,,400,,91-20-3,Solide,H228 H302 H351 H400 H410,,"Flam. Sol. 2, Acute Tox. 4 (Oral), Carc. 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,,1 mmHg à 53 °C,E
55927,"1-(3,4-dichlorophenyl)piperazine",Fluka,"0,005",,110,,57260-67-0,Solide,H302 H311 H314 H318,,"Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), Skin Corr. 1C, Eye Dam. 1",Non soumis,,179 °C,,
2036592,"(+)-dihydrocarvone, mixture of isomers",Janssen,"0,1",,0,,5524-05-0,Liquide,,,,Non soumis,,,,
AB109606,1-(2-nitrophenyl)piperazine,ABCR,"0,01",,111,,59084-06-9,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
356950100,"2,3,5,6-tetramethylbenzenesulfonyl chloride",Acros Organics,"0,00001",,200,,60706-63-0,Solide,EUH014 EUH029 H314 H318,,"Skin Corr. 1B, Eye Dam. 1",4630,,,,
390,α-acetamidocinnamic acid,Fluka,"0,01",,111,,5469-45-4,Solide,H315 H319 H335,R20,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
168320250,"2,2,6,6-tetramethyl-3,5-heptanedione",Acros Organics,"0,03",,111,,1118-71-4,Liquide,H315 H319 H335,R16,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,72 °C,,
CC10504DA,5-phenyl-2-thiphenecarbaldehyde,MayBridge,"0,001",,0,,19163-21-4,Liquide,,,,Non soumis,,,,
KM09512EA,"2,8-di(trifluoromethyl)quinolin-4-ol",MayBridge,"0,01",,111,,35853-41-9,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
165370050,"N-(alpha,alpha,alpha-trifluoro-m-tolyl)piperazine",Acros Organics,,"0,005",100,,15532-75-9,Liquide,H314 H318,,"Skin Corr. 1B, Eye Dam. 1",Non soumis,,,,
BTP03244DA,1-[2-nitro-4-(trifluoromethyl)phenyl]piperazine,MayBridge,"0,001",,100,,58315-38-1,Solide,H314 H318,,"Skin Corr. 1B, Eye Dam. 1",Non soumis,,,,
KM07330EA,6-(bromomethyl)-4-chloro-2-(trifluoromethyl)quinoline,MayBridge,"0,02",,,,123637-51-4,Solide,,,,Non soumis,,,,
646164,1-(4-fluorobenzeyl)piperazine,Aldrich,"0,01",,121,,70931-28-1,Solide,H302 H315 H319 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
,"2,2-dimethyl-3-(4-methylpiperidino)propanal",MayBridge,"0,00025",,,,690632-29-2,Liquide,,,,Non soumis,,,,
AB148036,1-(2-trifluoromethylphenyl)piperazine,ABCR,"0,005",,1,,63854-31-9,Liquide,H315 H319,,"Skin Irrit. 2, Eye Irrit. 2A",Non soumis,,,,
,4-piperazinobenzonitrile,Fluka,"0,001",,30,,68104-63-2,Liquide,H302 H312 H315 H319 H332,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A",Non soumis,,,,
"23532,297","1,4-dioxane",VWR,,4,500,,123-91-1,Liquide,EUH019 EUH066 H225 H319 H335 H351,,"Flam. Liq. 2, Eye Irrit. 2A, Carc. 2, STOT SE 3",,6,"101,1 °C",41 hPa,D/E
18.679.55,"isopulegyl acetate, mixture of isomers",Janssen,"0,1",,0,,89-49-6,Liquide,,,,Non soumis,,104 °C,,
349632500,cinnamyl acetate,Acros Organics,,"0,25",1,,103-54-8,Liquide,H319,,Eye Irrit. 2A,Non soumis,,,,
294970000,7-methoxy-2-tetralone,Acros Organics,"1,005",,,,4133-34-0,Liquide,,R29,,Non soumis,,124 °C,,
74440,nopol,Fluka,,1,121,,35836-73-8,Liquide,H302 H315 H319 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
150741000,Diphenylamine,Acros Organics,"0,1",,400,,122-39-4,Liquide,H301 H311 H331 H373 H400 H410,R15,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), STOT RE 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1","4130,2",,302 °C,"0,0003 hPa à 20 °C",
298080010,"1,3-dimethyl-5-aminoadamantane hydrochloride",Acros Organics,"0,001",,1,,41100-52-1,Solide,H315 H319,,"Skin Irrit. 2, Eye Irrit. 2A",Non soumis,,,,
110970050,Cyclododecanone,Acros Organics,"0,005",,0,,830-13-7,Solide,H411,,Aquatic chronic Chronic 2,4511,,277 °C,10 mmHg à 131 °C,
12314,N-dodecylamine hydrochloride,Lancaster,"0,01",,11,,929-73-7,Solide,H302 H315 H319,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A",Non soumis,,,,
117450250,Diphenylsilanediol,Acros Organics,"0,025",,0,,947-42-2,Solide,H228,,Flam. Sol. 1,1450,,,,E
13.934.63,tri-n-butylphosphine,Chimica,,"0,1",110,,998-40-3,Liquide,H226 H250 H302 H312 H314,,"Flam. Liq. 3, Pyr. Liq. 1, Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Skin Corr. 1B",,,,50 mmHg à 150 °C,B/E
139341000,tri-n-butylphosphine,Acros Organics,,"0,6",110,,998-40-3,Liquide,H226 H250 H302 H312 H314,,"Flam. Liq. 3, Pyr. Liq. 1, Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Skin Corr. 1B",,,,50 mmHg à 150 °C,B/E
130212500,phenothiazine,Acros Organics,"0,25",,130,,92-84-2,Solide,H302 H317 H373 H400 H410,,"Acute Tox. 4 (Oral), Skin Sens. 1, STOT RE 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,6,,53 hPa à 290 °C,
174160500,tributylphosphine oxide,Acros Organics,"0,1",,120,,814-29-9,Solide,H302 H312 H314 H332,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Corr. 1B",Non soumis,,,,E
113901000,"N,N'-dicyclohexylcarbodiimide",Acros Organics,"0,1",,110,,538-75-0,Solide,H302 H311 H317 H318,,"Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), Eye Dam. 1, Skin Sens. 1",Non soumis,,,"1,92 Pa à 25 °C",E
167210050,Phenothiazine-10-carbonyl chloride,Acros Organics,"0,005",,100,,18956-87-1,Solide,H314,,Skin Corr. 1B,Non soumis,,,,E
223900100,Methyl diphenylphosphine,Acros Organics,"0,01",,121,,1486-28-8,Liquide,H302 H315 H319 H335,R40,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,118 °C,,
SB02037DA,4-(4-chlorophenyl)cyclohexanecarboxylic acid,MayBridge,"0,001",,121,,95233-37-7,Solide,H302 H315 H319 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
AB156926,3-(benzyloxy)-2-methyl-4(1H)-pyridinone,ABCR,"0,001",,30,,61160-18-7,Solide,H302 H312 H332,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.)",Non soumis,,,,
134960100,Chloro bis-(4-fluorophenyl)methane,Acros Organics,"0,01",,210,,27064-94-4,Liquide,H314 H335,,"Skin Corr. 1B, STOT SE 3",Non soumis,,,,E
157540050,1-(beta-phenethyl)-4-piperidone,Acros Organics,"0,005",,0,,39742-60-4,Solide,,,,Non soumis,,,,
355940010,4-(4-fluorobenzyloxy)benzaldehyde,Acros Organics,"0,01",,,,56442-17-2,Solide,,,,Non soumis,,,,
147950050,"1,2-dibromo-1,2-diphenylethane",Acros Organics,"0,005",,100,,5789-30-0,Solide,H314 H318,R14,"Skin Corr. 1C, Eye Dam. 1",Non soumis,,,,
170770050,1-(4-methylphenyl)-1-cyclohexanecarboxylic acid,Acros Organics,"0,005",,,,84682-27-9,Solide,,,,Non soumis,,,,
170670050,1-(4-methoxyphenyl)-1-cyclohexanecarbonitrile,Acros Organics,"0,005",,30,,36263-51-1,Solide,H302 H312 H332,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.)",Non soumis,,176 °C,,
AB149820,4-Phenoxyphenetylamine,ABCR,"0,001",,110,,118468-18-1,Liquide,H302 H318,,"Acute Tox. 4 (Oral), Eye Dam. 1",Non soumis,,,,
300870250,"2,2'-Dithio(bis)benzothiazole",Acros Organics,"0,025",,110,,120-78-5,Solide,EUH031 H317 H400 H410,,"Skin Sens. 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,,,,
10580,Anthracene,Fluka,"0,025",,0,,120-12-7,Solide,H400 H410,,"Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,,,1 mmHg à 145 °C,
12150,Benzil,Fluka,"0,1",,1,,134-81-6,Solide,H315 H319,,"Skin Irrit. 2, Eye Irrit. 2A",Non soumis,,,,
159435000,chalcone,Acros Organics,"0,5",,0,,94-41-7,Solide,,,,Non soumis,,,,
158245000,"4,4'-isopropylidenediphenol",Acros Organics,"0,5",,1400,,80-05-7,Solide,H317 H318 H335 H360F H411,,"Eye Dam. 1, Skin Sens. 1, Repr. 1B, STOT SE 3, Aquatic chronic Chronic 2",4511,,,,
164870025,4-chloro-2-phenylquinoline,Acros Organics,"0,01",,310,,4979-79-7,Solide,H301 H315 H318 H335 H413,,"Acute Tox. 3 (Oral), Skin Irrit. 2, Eye Dam. 1, STOT SE 3, Aquatic chronic Chronic 4",,,,,E
,"trans,trans-1.4-diphenyl-1,3-butadiene",Aldrich,"0,025",,111,,538-81-8,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
,tetrabutylphosphonium iodide,Clear lake,"0,5",,111,,3115-66-0,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
,"1,16-hexadecanediol",Aldrich,"0,1",,1,,7735-42-4,Solide,H315,,Skin Irrit. 2,Non soumis,,,,
185680500,tetrabutylammonium bromide,Acros Organics,"0,2",,11,,1643-19-2,Solide,H302 H319 H412,,"Acute Tox. 4 (Oral), Eye Irrit. 2A, Aquatic chronic Chronic 3",Non soumis,"6,48",,,
,n-hexadecane,Merck,,"0,025",101,,544-76-3,Liquide,EUH066 H304,,Asp. Tox. 1,,,,"0,003 mmHg à 20 °C",
,"2,6-diphenylpyridine",Acros Organics,"0,05",,,,3558-69-8,Solide,,,,Non soumis,,398 °C,,
420450010,"8-hydroxy-1,1,7,7-tetramethyljulolidine-9-carboxaldehyde",Acros Organics,"0,005",,121,,115662-09-4,Solide,H302 H315 H319 H332 H335,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
416780250,paraformaldehyde,Acros Organics,"0,025",,1400,,30525-89-4,Solide,H302 H315 H317 H318 H332 H335 H341 H350,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Dam. 1, Skin Sens. 1, Muta. 2, Carc. 1B, STOT SE 3",Non soumis,4,,,E
17850,ciprofloxacin,Fluka,"0,005",,0,,85721-33-1,Solide,,,,Non soumis,3,,,
129325000,octadecylamine,Acros Organics,"0,5",,310,,124-30-1,Solide,H304 H315 H318 H373 H400 H410,,"Skin Irrit. 2, Eye Dam. 1, STOT RE 2, Asp. Tox. 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,"11,4",,0 hPa à 20 °C,
168070050,"2,4,6-tri(2-pyridyl)-s-triazine",Acros Organics,"0,005",,0,,3682-35-7,Solide,,,,Non soumis,,,,
11557,2-2'-azino-bis(3-ethylbenzothiazoline-6'-sulfonic acid) diammonium salt,Chemica,"0,001",,0,,30931-67-0,Solide,,,,Non soumis,,,,
204070050,9-phenylxanthen-9-ol,Acros Organics,"0,005",,,,596-38-3,Solide,,,,Non soumis,,,,
410910010,gibberellic acid,Acros Organics,"0,001",,0,,77-06-5,Solide,,,,Non soumis,,,,
410920050,gibberellic acid dibasic ammonium phosphate,Acros Organics,"0,005",,0,,77-06-5,Solide,,,,Non soumis,,,,
158910500,triphenylmethanol,Acros Organics,"0,05",,0,,76-84-6,Solide,,,,Non soumis,,,,
20.998.46,"trans-(-)-1,4-di-o-tosyl-2,3-o-isopropylidene-L-threitol",Janssen,"0,01",,0,,37002-45-2,Solide,,,,Non soumis,,,,
20.404.34,Tetraphenylphosphonium iodide,Janssen,"0,01",,111,,2065-67-0,Solide,H315 H319 H335,R36/37/38,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
4695,1-(4-bromobenzyle)-piperazine,Fluka,"0,001",,110,,91345-62-9,Solide,H302 H314,,"Acute Tox. 4 (Oral), Skin Corr. 1B",Non soumis,,,,E
23956,crotonic acid,Aldrich,"0,05",,110,,107-93-7,Solide,H302 H311 H315 H319,R21/22 R36/38,"Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A",,3,185 °C,25 Pa,E
B8480-7,"1,4-butanediol",Aldrich,,1,120,,110-63-4,Liquide,H302 H335 H336,,"Acute Tox. 4 (Oral), STOT SE 3, STOT SE 3",,,,"1,9 Pa à 25 °C",
86578,tetraethyl orthosilicate,Fluka,,"0,5",111,,78-10-4,Liquide,H226 H319 H332 H335,,"Flam. Liq. 3, Acute Tox. 4 (Inhal.), Eye Irrit. 2A, STOT SE 3",,,,100 Pa à 20 °C,D/E
e1012,epibromohydrin,Aldrich,"0,005",,500,,3132-64-7,Liquide,H226 H302 H315 H319 H335 H351,,"Flam. Liq. 3, Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, Carc. 2, STOT SE 3",,,,,C/D
23447,1-chloro-3-iodopropane,Aldrich,"0,1",,1,,6940-76-7,Liquide,H315 H319,,"Skin Irrit. 2, Eye Irrit. 2A",Non soumis,,171 °C,,
9012,glycerol,Sigma Aldrich,,1,0,,56-81-5,Liquide,,,,,"5,5",,26 Pa à 100 °C,
147540250,"1,1,1,3,3,3-hexafluore-2-propanol",Acros Organics,"0,025",,320,,920-66-1,Liquide,H314 H318 H361f H361fd H373,,"Skin Corr. 1A, Eye Dam. 1, Repr. 2, Repr. 2, STOT RE 2",,,,205 hPa à 25 °C,E
105228,"1,1,1,3,3,3-hexafluore-2-propanol",Aldrich,"0,025",,320,,920-66-1,Liquide,H314 H318 H361f H361fd H373,,"Skin Corr. 1A, Eye Dam. 1, Repr. 2, Repr. 2, STOT RE 2",,,,205 hPa à 25 °C,E
310050050,"1,3-bis(diphenylphosphino)propane",Acros Organics,"0,005",,111,,6737-42-4,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
296460250,"1,4-bis(diphenylphosphino)butane",Acros Organics,"0,025",,1,,7688-25-7,Solide,H315 H319 H413,,"Skin Irrit. 2, Eye Irrit. 2A, Aquatic chronic Chronic 4",Non soumis,,,,
HMS-991,Poly(methylhydrosiloxane),ABCR,"0,1",,0,,63148-57-2,Solide,,,,Non soumis,,,,
60011101,Cavasole,Wacker,1,,,,128446-36-6,Solide,,,,Non soumis,,,,
15716,boron trifluoride 10% in methanol,Fluka,,"0,1",4000,,373-57-9,Liquide,EUH014 H225 H301 H311 H314 H318 H330 H335 H370 H373,,"Flam. Liq. 2, Acute Tox. 2 (Inhal.), Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Skin Corr. 1A, Eye Dam. 1, STOT SE 1, STOT SE 3, STOT RE 2",4150,,,"19,5 mmHg à 20 °C",D/E
,Titanium II Hydride,Aldrich,"0,1",,0,,7704-98-5,Liquide,H228,,Flam. Sol. 1,Non soumis,,,,E
288917,"tritolyl phosphate, mixture of isomers",Aldrich,,"0,025",130,,1330-78-5,Solide,H361 H400 H410,,"Repr. 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,,,E
140401000,triphenylmethyl chloride,Acros Organics,"0,1",,100,,76-83-5,Solide,H314,,Skin Corr. 1B,Non soumis,,,,E
169470050,Phosphorous tribromide,Acros Organics,"0,01",,210,,7789-60-8,Solide,EUH014 H314 H335,,"Skin Corr. 1B, STOT SE 3",4610,,173 °C,290 Pa,E
124040010,acetic acid,Acros Organics,,1,100,,64-19-7,Liquide,H226 H314 H318,,"Flam. Liq. 3, Skin Corr. 1A, Eye Dam. 1",,"2,5",,"20,79 hPa à 25 °C",D/E
149490025,acetic anhydride,Acros Organics,,"2,5",1110,,108-24-7,Liquide,EUH071 H226 H302 H314 H318 H330,,"Flam. Liq. 3, Acute Tox. 2 (Inhal.), Acute Tox. 4 (Oral), Skin Corr. 1B, Eye Dam. 1",,,,10 mmHg à 36 °C,D/E
257613,"5,10,15,20-tetra(4-pyridyl-21H-23H-phorphine)",Aldrich,"0,001",,0,,16834-13-2,Liquide,,,,Non soumis,,,,
26814-2,triphenylphosphine polymer supported ,Aldrich,"0,015",,0,,39319-11-4,Solide,,,,Non soumis,,,,
S41671,"1,12-dibromododecane",Aldrich,"0,005",,0,,3344-70-5,Solide,,,,Non soumis,,,,
472670,"1,4-benzoxazine-6-carboxylic acid",Aldrich,"0,005",,111,,82419-35-0,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
73057,Dodecane,Prolabo,,1,100,,112-40-3,Liquide,H304,,Asp. Tox. 1,,,,"1 mmHg à 47,8 °C",
T49035,tributylamine,Aldrich,,"0,5",2010,,102-82-9,Liquide,H302 H310 H315 H330,,"Acute Tox. 2 (Derm.), Acute Tox. 2 (Inhal.), Acute Tox. 4 (Oral), Skin Irrit. 2","4120,2","10,2",,"2,4 mmHg à 55 °C",D/E
86201C,Dodecyl sulfate sodium salt,Aldrich,"0,01",,130,,151-21-3,Solide,H302 H315 H319 H335 H373,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT RE 2",Non soumis,,,,E
08310JH,"4-hydroxy-2,6-dimethylquinoline",Aldrich,"0,005",,220,,15644-82-3,Liquide,H302 H315 H318 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1, STOT SE 3",Non soumis,,,,
175439,4-isopropylaniline,Aldrich,"0,05",,111,,99-88-7,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
281891,1-Phenylpiperazine hydrochloride,Aldrich,"0,025",,400,,2210-93-7,Solide,H301 H311 H315 H319 H331 H335,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3","4130,1",,,,E
S24117,(-)-perillaadehyde,Aldrich,"0,025",,111,,18031-40-8,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
24772,Diethyl adipate,Aldrich,"0,1",,0,,141-28-6,Liquide,,,,Non soumis,,,,
I28003,isopulegol,Aldrich,,"0,1",121,,89-79-2,Liquide,H302 H315 H319 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
100900,4-bromoaniline,Sigma Aldrich,"0,005",,310,,106-40-1,ND,H302 H311 H331 H373 H400 H410,,"Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Acute Tox. 4 (Oral), STOT RE 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,230 °C,,E
126047,dicyclopropylketone,Aldrich,"0,025",,110,,1121-37-5,Liquide,H226 H302 H315 H318,,"Flam. Liq. 3, Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1",,,67 °C,,
156150500,4-fluorobenzaldehyde,Acros Organics,,"0,05",111,,459-57-4,Liquide,H226 H315 H319 H335,,"Flam. Liq. 3, Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",,,,,D/E
121167,3-chlorobenzylamine,Aldrich,"0,005",,100,,4152-90-3,Solide,H314 H318,,"Skin Corr. 1B, Eye Dam. 1",Non soumis,,,,E
2321801,methyl-1-cyclohexane-1-carboxylate,Aldrich,"0,015",,0,,18448-47-0,Liquide,,,,Non soumis,,,,
74821,octane,Sigma Aldrich,,"0,1",211,,,Liquide,H225 H304 H315 H336 H400 H410,,"Flam. Liq. 2, Skin Irrit. 2, STOT SE 3, Asp. Tox. 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,124 °C,"18,6 hPa à 25 °C",D/E
13067,N-hydroxysuccinimide,Aldrich,"0,025",,0,,6066-82-6,Solide,,,,Non soumis,,,,
D20808,"1,2-diamino-2-methylpropane",Sigma Aldrich,"0,005",,100,,811-93-8,Liquide,H226 H314,,"Flam. Liq. 3, Skin Corr. 1A",,,52 °C,,
M5083,1-methylimidazole,Aldrich,,"0,5",110,,616-47-7,Solide,H302 H311 H314,,"Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), Skin Corr. 1B",Non soumis,"9,5",,"0,4 mmHg à 20 °C",E
9579-5,ethyl bromodifluoroacetate,Aldrich,"0,005",,100,,667-27-6,Liquide,H225 H314,,"Flam. Liq. 2, Skin Corr. 1B",,,,,D/E
B10360,γ-butyrolactone,Sigma Aldrich,,"0,5",220,,96-48-0,Liquide,H302 H318 H336,,"Acute Tox. 4 (Oral), Eye Dam. 1, STOT SE 3",,4,,"1,5 mmHg à 20 °C",
